id,level,surface,reading_kana,meaning_ko,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_6fd430be227e0cac,N2,保存する,ほぞんする,보존하다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,保存する,derived-form,base=保存 suffix=する,naver,surface,エクセル(Excel)ファイルをCSV形式で保存する,,,https://ja.dict.naver.com/#/search?query=%E4%BF%9D%E5%AD%98%E3%81%99%E3%82%8B
w_01c8260054b32da5,N2,各々,おのおの,각각,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,童話では現実を各々の細密な具象で表すことなく、特徴だけをまとめて表現することが多い。,,,https://ja.dict.naver.com/#/search?query=%E5%90%84%E3%80%85
w_0ef1fde5b83dce55,N2,面倒だ,めんどうだ,귀찮다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=面倒 suffix=だ,naver,surface,疲れきって口をきくのも面倒だ,,,https://ja.dict.naver.com/#/search?query=%E9%9D%A2%E5%80%92%E3%81%A0
w_9c08a614ebb31c33,N2,納得する,なっとくする,납득하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=納得 suffix=する,naver,surface,皆が納得する,,,https://ja.dict.naver.com/#/search?query=%E7%B4%8D%E5%BE%97%E3%81%99%E3%82%8B
w_35b37c5e42fc006d,N2,迷惑だ,めいわくだ,민폐이다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=迷惑 suffix=だ,naver,surface,ジスは「手伝う」と言うけど、邪魔になるから逆に迷惑だ。,,,https://ja.dict.naver.com/#/search?query=%E8%BF%B7%E6%83%91%E3%81%A0
w_f619074e36479304,N2,ご覧,ごらん,보심(존경어),naver-level-missing,naver_level_missing,,,,match,N2,御覧,,,naver,surface,親しく手に取ってご覧になる,,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E8%A6%A7
w_8add1200b733272e,N2,お邪魔します,おじゃまします,실례합니다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,お邪魔します,,,naver,surface,こんばんは。お邪魔します,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E9%82%AA%E9%AD%94%E3%81%97%E3%81%BE%E3%81%99
w_b6692781d912a8ce,N2,初めに,はじめに,"처음에, 우선",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,これまで公にされなかった秘技を初めに公開した,,,https://ja.dict.naver.com/#/search?query=%E5%88%9D%E3%82%81%E3%81%AB
w_8bbc04e399eb7ef7,N2,確率,かくりつ,확률,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,確率,,,naver,surface,確率が5割近くに達した,,,https://ja.dict.naver.com/#/search?query=%E7%A2%BA%E7%8E%87
w_0014ac027b7eefb9,N2,見かけ,みかけ,"겉모습, 외관",naver-level-missing,naver_level_missing,,,,match,N2,見掛け,,,naver,surface,人は見かけによらない,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E3%81%8B%E3%81%91
w_e504525a3bc6bc12,N2,元々,もともと,원래,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,ひよこは元々福岡のお菓子ですが、東京のお菓子だと思っている人が多くいます。,,,https://ja.dict.naver.com/#/search?query=%E5%85%83%E3%80%85
w_a9f7302f18a082a7,N2,招待する,しょうたいする,초대하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=招待 suffix=する,naver,surface,身銭を切って招待する,,,https://ja.dict.naver.com/#/search?query=%E6%8B%9B%E5%BE%85%E3%81%99%E3%82%8B
w_ffefb3b5ec05aab1,N2,増える,ふえる,"늘다,증가하다",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N4,増える∙殖える,,,naver,surface,美ジョガー人口が増える,,,https://ja.dict.naver.com/#/search?query=%E5%A2%97%E3%81%88%E3%82%8B
w_56afecb4ab165d9c,N2,知り合い,しりあい,"아는 사람, 지인",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,知(り)合い·知合,,,naver,surface,ホテルは生きた空間ですから，何回か泊まれば知り合いのホテルマンができて，ちょっとしたわがままが通ったりもします,,,https://ja.dict.naver.com/#/search?query=%E7%9F%A5%E3%82%8A%E5%90%88%E3%81%84
w_8abfd2bb2953f1cf,N2,解消,かいしょう,해소,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,解消,,,naver,surface,市民の不満を解消する政策を掲げる,,,https://ja.dict.naver.com/#/search?query=%E8%A7%A3%E6%B6%88
w_a28378d63f77e2a2,N2,変換,へんかん,변환,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,変換,,,naver,surface,太陽エネルギーを電気に変換する.,,,https://ja.dict.naver.com/#/search?query=%E5%A4%89%E6%8F%9B
w_621f8b3878cefe4d,N2,見事だ,みごとだ,훌륭하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=見事 suffix=だ,naver,surface,キム画伯の絵はいつも色味が非常に見事だ。,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E4%BA%8B%E3%81%A0
w_2171d900f3fc843c,N2,平気だ,へいきだ,"태연하다,아무렇지않다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=平気 suffix=だ,naver,surface,今は慢性になって平気だ.,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B3%E6%B0%97%E3%81%A0
w_fff5cbed5362cf4a,N2,貴重だ,きちょうだ,귀중하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=貴重 suffix=だ,naver,surface,宝物が貴重だ。,,,https://ja.dict.naver.com/#/search?query=%E8%B2%B4%E9%87%8D%E3%81%A0
w_a1a771e92d694b1e,N2,余計だ,よけいだ,쓸데없다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=余計 suffix=だ,naver,stem,ロ:それは君の誤解だよ。余計な迷信だ。,,,https://ja.dict.naver.com/#/search?query=%E4%BD%99%E8%A8%88%E3%81%A0
w_905560521db40adf,N2,輸入する,ゆにゅうする,수입하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=輸入 suffix=する,naver,surface,外国から麦を輸入する.,,,https://ja.dict.naver.com/#/search?query=%E8%BC%B8%E5%85%A5%E3%81%99%E3%82%8B
w_f34b615f0ac07e07,N2,素直だ,すなおだ,"고분고분하다,순하다,솔직하다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=素直 suffix=だ,naver,surface,品性が素直だ。,,,https://ja.dict.naver.com/#/search?query=%E7%B4%A0%E7%9B%B4%E3%81%A0
w_ebab9cbea8ee8c2a,N2,貢献する,こうけんする,공헌하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=貢献 suffix=する,naver,surface,社会に貢献する.,,,https://ja.dict.naver.com/#/search?query=%E8%B2%A2%E7%8C%AE%E3%81%99%E3%82%8B
w_70ff370b9207cebb,N2,観察する,かんさつする,관찰하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=観察 suffix=する,naver,surface,昆虫の生態を観察する.,,,https://ja.dict.naver.com/#/search?query=%E8%A6%B3%E5%AF%9F%E3%81%99%E3%82%8B
w_657c15849a6ea25b,N2,一致する,いっちする,일치하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=一致 suffix=する,naver,surface,符節を合わせたように一致する.,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%87%B4%E3%81%99%E3%82%8B
w_61aa0aa46f4f634a,N2,多様だ,たようだ,다양하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=多様 suffix=だ,naver,surface,ホイッスルは簡単な道具だが、使い道は実に多様だ。,,,https://ja.dict.naver.com/#/search?query=%E5%A4%9A%E6%A7%98%E3%81%A0
w_dbd3956009c2603f,N2,繋がり,つながり,"연결, 관계; (1) 연계, 관계 (2) 연결",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,繋がりが断ち切れる,,,https://ja.dict.naver.com/#/search?query=%E7%B9%8B%E3%81%8C%E3%82%8A
w_157443e88683e1c9,N2,関わる,かかわる,"관련되다,관여하다",naver-level-missing,naver_level_missing,,,,match,N2,係わる·関わる·拘わる,,,self,surface,環境に関わる問題について話し合った。,,,https://ja.dict.naver.com/#/search?query=%E9%96%A2%E3%82%8F%E3%82%8B
w_b046193862632af9,N2,冷静だ,れいせいだ,"냉철하다,이성적이다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=冷静 suffix=だ,naver,stem,冷静さを失わないことが大切だ.,,,https://ja.dict.naver.com/#/search?query=%E5%86%B7%E9%9D%99%E3%81%A0
w_de9c93232af3bdba,N2,妙だ,みょうだ,묘하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=妙 suffix=だ,naver,surface,姿勢が妙だ。,,,https://ja.dict.naver.com/#/search?query=%E5%A6%99%E3%81%A0
w_fe073d5a5810c4e1,N2,適切だ,てきせつだ,적절하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=適切 suffix=だ,naver,surface,状況が適切だ。,,,https://ja.dict.naver.com/#/search?query=%E9%81%A9%E5%88%87%E3%81%A0
w_98d155aeefba6339,N2,丁寧だ,ていねいだ,정중하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=丁寧 suffix=だ,naver,surface,仕事は丁寧だ。其の代わり時間がかかる,,,https://ja.dict.naver.com/#/search?query=%E4%B8%81%E5%AF%A7%E3%81%A0
w_f170b63846a5ec48,N2,幸いだ,さいわいだ,다행이다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=幸い suffix=だ,naver,surface,あれでもあるから幸いだ.,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B8%E3%81%84%E3%81%A0
w_1eae6eda7c09f13c,N2,幸いに,さいわいに,다행히,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,幸いに,derived-form,base=幸い suffix=に,naver,surface,幸いにいい職場を得た.,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B8%E3%81%84%E3%81%AB
w_19b5d2b2dd1e8ed7,N2,深刻だ,しんこくだ,심각하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=深刻 suffix=だ,naver,surface,大きな山崩れで山の周りの建物が崩れてしまって被害が深刻だ。,,,https://ja.dict.naver.com/#/search?query=%E6%B7%B1%E5%88%BB%E3%81%A0
w_102014e53e4e6fb1,N2,豊かだ,ゆたかだ,"풍족하다,풍부하다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=豊か suffix=だ,naver,surface,彼女は声量が豊かだ.,,,https://ja.dict.naver.com/#/search?query=%E8%B1%8A%E3%81%8B%E3%81%A0
w_26d7ff3366e29b42,N2,割合に,わりあいに,"비교적, 상대적으로",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,手術の経過は割合に良好だ,,,https://ja.dict.naver.com/#/search?query=%E5%89%B2%E5%90%88%E3%81%AB
w_14d43505e1a91b15,N2,徐々に,じょじょに,서서히,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,最近、ハンドキャリーの需要が徐々に増え始めている,,,https://ja.dict.naver.com/#/search?query=%E5%BE%90%E3%80%85%E3%81%AB
w_2f45942de23dda55,N2,手続き,てつづき,"절차, 수속",naver-level-missing,naver_level_missing,,,,match,N2,手続(き),,,naver,surface,その手続きは違式だ,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E7%B6%9A%E3%81%8D
w_47d515589fa58fd2,N2,お待たせしました,おまたせしました,"미안한 가지다, 있다 유지된 당신, 너 기다리다",level-mismatch,mismatch,N4,お待たせしました,%E3%81%8A%E3%81%BE%E3%81%9F%E3%81%9B%E3%81%97%E3%81%BE%E3%81%97%E3%81%9F,search_no_jlpt,,お待たせしました,,,naver,surface,お待たせしました。ただいまから受付を開始します,,오래 기다렸습니다,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E5%BE%85%E3%81%9F%E3%81%9B%E3%81%97%E3%81%BE%E3%81%97%E3%81%9F
w_69051b86844ecf4a,N2,問い合わせ,といあわせ,문의,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,問い合(わ)せ·問合せ,,,naver,surface,飲料メーカー，Ｋの電話は，五万件あまりの問い合わせでパンクしてしまった,,,https://ja.dict.naver.com/#/search?query=%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B
w_569abb1450e0ce46,N2,豊富だ,ほうふだ,풍부하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=豊富 suffix=だ,naver,surface,最近は雨が少しずつ頻繁に降るため、水が豊富だ。,,,https://ja.dict.naver.com/#/search?query=%E8%B1%8A%E5%AF%8C%E3%81%A0
w_3c648280458c6258,N2,あくまで,あくまで,"어디까지나, 끝까지",example-headword-missing,match,N2,飽く迄,あくまで,,,,,,naver,missing,それは飽くまで個人的な意見に過ぎない,,어디까지나;철저하게;끝까지,https://ja.dict.naver.com/#/search?query=%E3%81%82%E3%81%8F%E3%81%BE%E3%81%A7
w_2cb1c7848a99643f,N2,引っ越し,ひっこし,이사,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,引(っ)越し,,,naver,surface,引っ越ししてから6個月になる.,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%A3%E8%B6%8A%E3%81%97
w_f28b61c97c036a7c,N2,遭遇する,そうぐうする,"조우하다,우연히만나다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=遭遇 suffix=する,naver,surface,敵の伏兵に遭遇する.,,,https://ja.dict.naver.com/#/search?query=%E9%81%AD%E9%81%87%E3%81%99%E3%82%8B
w_b5b7c2170e22ae1a,N2,地味だ,じみだ,수수하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=地味 suffix=だ,naver,surface,このワンピースは前の様子は派手だが、後ろの様子は地味だ。,,,https://ja.dict.naver.com/#/search?query=%E5%9C%B0%E5%91%B3%E3%81%A0
w_18a5d02537f4ccc4,N2,徹底する,てっていする,철저하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=徹底 suffix=する,naver,surface,指令が末端にまで徹底する,,,https://ja.dict.naver.com/#/search?query=%E5%BE%B9%E5%BA%95%E3%81%99%E3%82%8B
w_1dca83e335d8d37c,N2,慎重だ,しんちょうだ,신중하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=慎重 suffix=だ,naver,surface,裁断に慎重だ。,,,https://ja.dict.naver.com/#/search?query=%E6%85%8E%E9%87%8D%E3%81%A0
w_968e30c4387b6852,N2,乾燥する,かんそうする,건조하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=乾燥 suffix=する,naver,surface,唇が乾燥する。,,,https://ja.dict.naver.com/#/search?query=%E4%B9%BE%E7%87%A5%E3%81%99%E3%82%8B
w_3a8617b339bdbba6,N2,愛用,あいよう,애용,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,愛用,,,naver,surface,校具を愛用する.,,,https://ja.dict.naver.com/#/search?query=%E6%84%9B%E7%94%A8
w_a6ac744584fd12de,N2,発送,はっそう,발송,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,発送,,,naver,surface,製品を発送する.,,,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E9%80%81
w_b8fbaded141b29eb,N2,曖昧だ,あいまいだ,애매하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=曖昧 suffix=だ,naver,surface,長い年月が立ち、私は幼い頃、友達と一緒に遊び回った記憶すら曖昧だ。,,,https://ja.dict.naver.com/#/search?query=%E6%9B%96%E6%98%A7%E3%81%A0
w_9069da5ba5d0cf3e,N2,穏やかだ,おだやかだ,온화하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=穏やか suffix=だ,naver,surface,気候が穏やかだ,,,https://ja.dict.naver.com/#/search?query=%E7%A9%8F%E3%82%84%E3%81%8B%E3%81%A0
w_fbd02e3a324e16c5,N2,乗り換え,のりかえ,"환승, 갈아탐",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N4,乗(り)換え·乗換·乗(り)替え,,,naver,surface,乗り換え駅[乗換駅]にあるデパート,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E6%8F%9B%E3%81%88
w_dcf81ee7c767ed7f,N2,売り上げ,うりあげ,매상,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,売(り)上げ·売上,,,naver,surface,売り上げの勘定を合わせる,,,https://ja.dict.naver.com/#/search?query=%E5%A3%B2%E3%82%8A%E4%B8%8A%E3%81%92
w_826d107c46a2192e,N2,日用品,にちようひん,일용품,level-mismatch;level-mismatch-confirmed,mismatch,N3,日用品,%E3%81%AB%E3%81%A1%E3%82%88%E3%81%86%E3%81%B2%E3%82%93,mismatch,N3,日用品,,,naver,surface,日用品を廉売する.,,일용품,https://ja.dict.naver.com/#/search?query=%E6%97%A5%E7%94%A8%E5%93%81
w_80d1fde9c12ec7bb,N2,活発,かっぱつ,활발,level-mismatch;naver-search-unmatched,mismatch,N1,活発·活溌,かっぱつ,search_unmatched,,,,,naver,surface,最近の商況[商状]は活発でない.,,활발,https://ja.dict.naver.com/#/search?query=%E6%B4%BB%E7%99%BA
w_8ff22e997b700b80,N2,受け取り,うけとり,"수령, 영수증",naver-level-missing,naver_level_missing,,,,match,N2,受(け)取り,,,naver,surface,家賃をはらって受け取りをもらう,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E5%8F%96%E3%82%8A
w_28a0a4b3ffaf3efe,N2,回す,まわす,돌리다,example-headword-missing,match,N2,回す·廻す,まわす,,,,,,naver,missing,数回にわたって掲載する.,,돌리다;회전시키다;차례로 돌리다,https://ja.dict.naver.com/#/search?query=%E5%9B%9E%E3%81%99
