literal,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,source,source_url,license,qa_status,data_version,qa_note
幸,"[""행복""]","[""happiness"",""blessing"",""fortune""]","[""コウ""]","[""さいわ.い"",""さち"",""しあわ.せ""]",干,방패 간,51,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
広,"[""넓다""]","[""wide"",""broad"",""spacious""]","[""コウ""]","[""ひろ.い"",""ひろ.まる"",""ひろ.める"",""ひろ.がる"",""ひろ.げる""]",广,엄호 엄,53,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
康,"[""편안함"",""건강""]","[""ease"",""peace""]","[""コウ""]",[],广,엄호 엄,53,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
慌,"[""허둥대다""]","[""disconcerted"",""be confused"",""lose one's head""]","[""コウ""]","[""あわ.てる"",""あわ.ただしい""]",心,마음 심,61,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
抗,"[""저항하다""]","[""confront"",""resist"",""defy"",""oppose""]","[""コウ""]","[""あらが.う""]",手,손 수,64,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
拘,"[""집착하다"",""세세하게신경을쓰다""]","[""arrest"",""seize"",""concerned"",""adhere to"",""despite""]","[""コウ""]","[""かか.わる""]",手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
控,"[""삼가다"",""앞두다"",""기록하다""]","[""withdraw"",""draw in"",""hold back"",""refrain from"",""be moderate""]","[""コウ""]","[""ひか.える"",""ひか.え""]",手,손 수,64,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
攻,"[""공격""]","[""aggression"",""attack"",""criticize"",""polish""]","[""コウ""]","[""せ.める""]",攴,둥글월 문,66,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
更,"[""더욱"",""게다가""]","[""grow late"",""night watch"",""sit up late"",""of course"",""renew"",""renovate"",""again"",""more and more"",""further""]","[""コウ""]","[""さら"",""さら.に"",""ふ.ける"",""ふ.かす""]",曰,가로 왈,73,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
校,"[""학교"",""교정하다""]","[""exam"",""school"",""printing"",""proof"",""correction""]","[""コウ"",""キョウ""]",[],木,나무 목,75,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
構,"[""구조"",""세우다"",""자세를 취하다"",""상관하다""]","[""posture"",""stance"",""appearance"",""build"",""set up""]","[""コウ""]","[""かま.える"",""かま.う""]",木,나무 목,75,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
洪,"[""홍수"",""넓다""]","[""deluge"",""flood"",""vast""]","[""コウ""]",[],水,물 수,85,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
港,"[""항구""]","[""harbor""]","[""コウ""]","[""みなと""]",水,물 수,85,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
溝,"[""도랑"",""홈"",""(관계의) 골""]","[""gutter"",""ditch"",""sewer"",""drain"",""10**32""]","[""コウ""]","[""みぞ""]",水,물 수,85,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
甲,"[""갑(첫째)"",""껍데기""]","[""armor"",""high (voice)"",""A grade"",""first class"",""former"",""instep"",""carapace""]","[""コウ"",""カン""]","[""きのえ""]",田,밭 전,102,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
皇,"[""임금"",""황제""]","[""emperor""]","[""コウ"",""オウ""]",[],白,흰 백,106,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
硬,"[""물질이 딱딱하다"",""표정이 굳다""]","[""stiff"",""hard""]","[""コウ""]","[""かた.い""]",石,돌 석,112,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
稿,"[""원고"",""초안""]","[""draft"",""copy"",""manuscript"",""straw""]","[""コウ""]","[""わら"",""したがき""]",禾,벼 화,115,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
紅,"[""붉다"",""진홍색""]","[""crimson"",""deep red""]","[""コウ"",""ク""]","[""べに"",""くれない"",""あか.い""]",糸,실 사,120,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
絞,"[""짜다"",""조르다"",""좁히다""]","[""strangle"",""constrict"",""wring""]","[""コウ""]","[""しぼ.る"",""し.める"",""し.まる""]",糸,실 사,120,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
綱,"[""밧줄""]","[""hawser"",""class (genus)"",""rope"",""cord"",""cable""]","[""コウ""]","[""つな""]",糸,실 사,120,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
耕,"[""갈다"",""경작하다""]","[""till"",""plow"",""cultivate""]","[""コウ""]","[""たがや.す""]",耒,쟁기 뢰,127,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
考,"[""생각"",""견해""]","[""consider"",""think over""]","[""コウ""]","[""かんが.える"",""かんが.え""]",老,늙을 로,125,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
肯,"[""수긍하다"",""동의""]","[""agreement"",""consent"",""comply with""]","[""コウ""]","[""がえんじ.る""]",肉,고기 육,130,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
航,"[""항해하다"",""비행하다""]","[""navigate"",""sail"",""cruise"",""fly""]","[""コウ""]",[],舟,배 주,137,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
荒,"[""행동·말투·파도 등이 거칠다""]","[""laid waste"",""rough"",""rude"",""wild""]","[""コウ""]","[""あ.らす"",""あ.れる"",""あら.い"",""すさ.ぶ"",""すさ.む"",""あ.らし""]",艸,풀 초,140,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
行,"[""가다""]","[""going"",""journey"",""carry out"",""conduct"",""act"",""line"",""row"",""bank""]","[""コウ"",""ギョウ"",""アン""]","[""い.く"",""ゆ.く"",""-ゆ.き"",""-ゆき"",""-い.き"",""-いき"",""おこな.う"",""おこ.なう""]",行,다닐 행,144,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
衡,"[""균형"",""저울""]","[""equilibrium"",""measuring rod"",""scale""]","[""コウ""]",[],行,다닐 행,144,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
講,"[""강의"",""강연""]","[""lecture"",""club"",""association""]","[""コウ""]",[],言,말씀 언,149,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
貢,"[""바치다"",""공헌하다""]","[""tribute"",""support"",""finance""]","[""コウ"",""ク""]","[""みつ.ぐ""]",貝,조개 패,154,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
購,"[""사다"",""구독""]","[""subscription"",""buy""]","[""コウ""]",[],貝,조개 패,154,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
郊,"[""교외""]","[""outskirts"",""suburbs"",""rural area""]","[""コウ""]",[],邑,고을 읍,163,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
鉱,"[""광물"",""광석""]","[""mineral"",""ore""]","[""コウ""]","[""あらがね""]",金,쇠 금,167,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
鋼,"[""강철""]","[""steel""]","[""コウ""]","[""はがね""]",金,쇠 금,167,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
降,"[""내리다""]","[""descend"",""precipitate"",""fall"",""surrender""]","[""コウ"",""ゴ""]","[""お.りる"",""お.ろす"",""ふ.る"",""ふ.り"",""くだ.る"",""くだ.す""]",阜,언덕 부,170,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
項,"[""항목"",""조항""]","[""paragraph"",""nape of neck"",""clause"",""item"",""term (expression)""]","[""コウ""]","[""うなじ""]",頁,머리 혈,181,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
香,"[""향기""]","[""incense"",""smell"",""perfume""]","[""コウ"",""キョウ""]","[""か"",""かお.り"",""かお.る""]",香,향기 향,186,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
高,"[""높다"",""비싸다""]","[""tall"",""high"",""expensive""]","[""コウ""]","[""たか.い"",""たか"",""-だか"",""たか.まる"",""たか.める""]",高,높을 고,189,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
劫,"[""오랜 세월"",""위협하다""]","[""threat"",""long ages""]","[""コウ"",""ゴウ"",""キョウ""]","[""おびや.かす""]",力,힘 력,19,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
号,"[""번호"",""호칭""]","[""nickname"",""number"",""item"",""title"",""pseudonym"",""name"",""call""]","[""ゴウ""]","[""さけ.ぶ"",""よびな""]",口,입 구,30,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
合,"[""맞다"",""어울리다""]","[""fit"",""suit"",""join"",""0.1""]","[""ゴウ"",""ガッ"",""カッ""]","[""あ.う"",""-あ.う"",""あ.い"",""あい-"",""-あ.い"",""-あい"",""あ.わす"",""あ.わせる"",""-あ.わせる""]",口,입 구,30,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
豪,"[""호걸"",""강하다""]","[""overpowering"",""great"",""powerful"",""excelling"",""Australia""]","[""ゴウ""]","[""えら.い""]",豕,돼지 시,152,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
克,"[""이기다"",""극복하다""]","[""overcome"",""kindly"",""skillfully""]","[""コク""]","[""か.つ""]",儿,어진사람 인,10,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
刻,"[""새기다"",""조각하다""]","[""engrave"",""cut fine"",""chop"",""hash"",""mince"",""time"",""carving""]","[""コク""]","[""きざ.む"",""きざ.み""]",刀,칼 도,18,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
告,"[""고하다"",""알리다""]","[""revelation"",""tell"",""inform"",""announce""]","[""コク""]","[""つ.げる""]",口,입 구,30,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
国,"[""나라""]","[""country""]","[""コク""]","[""くに""]",囗,큰입구 국,31,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
酷,"[""끔찍한"",""대단한"",""불공평한""]","[""cruel"",""severe"",""atrocious"",""unjust""]","[""コク""]","[""ひど.い""]",酉,닭 유,164,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
黒,"[""검다""]","[""black""]","[""コク""]","[""くろ"",""くろ.ずむ"",""くろ.い""]",黑,검을 흑,203,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
獄,"[""감옥""]","[""prison"",""jail""]","[""ゴク""]",[],犬,개 견,94,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
腰,"[""허리""]","[""loins"",""hips"",""waist"",""low wainscoting""]","[""ヨウ""]","[""こし""]",肉,고기 육,130,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
骨,"[""뼈""]","[""skeleton"",""bone"",""remains"",""frame""]","[""コツ""]","[""ほね""]",骨,뼈 골,188,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
