literal,highest_severity,checks,details,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,qa_status,linked_word_count,linked_word_examples
弁,review,manual_review_required,,"[""말"",""구별하다"",""판막""]","[""valve"",""petal"",""braid"",""speech"",""dialect"",""discrimination"",""dispose of"",""distinguish"",""conical cap""]","[""ベン"",""ヘン""]","[""かんむり"",""わきま.える"",""わ.ける"",""はなびら"",""あらそ.う""]",廾,밑스물입 공,55,5,auto,7,"お弁当/おべんとう:도시락 || 弁護士/べんごし:변호사 || 弁当/べんとう:도시락 || 勘弁/かんべん:용서, 봐줌 || 弁護/べんご:변호 || 代弁/だいべん:대신 말함, 대변 || 弁解/べんかい:변명"
弊,review,manual_review_required,,"[""폐단"",""해악""]","[""abuse"",""evil"",""vice"",""breakage""]","[""ヘイ""]",[],廾,밑스물입 공,55,15,auto,1,弊社/へいしゃ:자기회사의겸칭
式,review,manual_review_required,,"[""방식"",""의식"",""식""]","[""style"",""ceremony"",""rite"",""function"",""method"",""system"",""form"",""expression""]","[""シキ""]",[],弋,주살 익,56,6,auto,13,"卒業式/そつぎょうしき:졸업식 || 正式/せいしき:정식의, 공식적인 || 数式/すうしき:수식 || 公式/こうしき:공식, 격식, 정식 || 形式/けいしき:형식 || 結婚式/けっこんしき:결혼식 || 儀式/ぎしき:의식 || 葬式/そうしき:장례식"
弓,review,manual_review_required,,"[""활""]","[""bow"",""bow (archery, violin)""]","[""キュウ""]","[""ゆみ""]",弓,활 궁,57,3,auto,1,弓/ゆみ:활
引,review,manual_review_required,,"[""끌다"",""당기다"",""인용하다""]","[""pull"",""tug"",""jerk"",""admit"",""install"",""quote"",""refer to""]","[""イン""]","[""ひ.く"",""ひ.ける""]",弓,활 궁,57,4,auto,24,"引き出し/ひきだし:서랍 || 引っ越す/ひっこす:이사하다 || 取引/とりひき:거래 || 割引/わりびき:할인 || 引っ越し/ひっこし:이사 || 引き出す/ひきだす:끌어내다, 인출하다 || 引き受ける/ひきうける:받아들이다 || 引き算/ひきざん:뺄셈"
弟,review,manual_review_required,,"[""남동생""]","[""younger brother"",""faithful service to elders""]","[""テイ"",""ダイ"",""デ""]","[""おとうと""]",弓,활 궁,57,7,auto,4,"弟/おとうと:남동생 || 兄弟/きょうだい:형제 || 従兄弟/いとこ:사촌;종형제, 어딘지 닮은 데가 있는 것 || 弟子/でし:제자, 문하생"
弧,review,manual_review_required,,"[""호"",""활꼴""]","[""arc"",""arch"",""bow""]","[""コ""]",[],弓,활 궁,57,9,auto,1,括弧/かっこ:괄호
弱,review,manual_review_required,,"[""약함"",""약""]","[""weak"",""frail""]","[""ジャク""]","[""よわ.い"",""よわ.る"",""よわ.まる"",""よわ.める""]",弓,활 궁,57,10,auto,4,"弱い/よわい:약하다 || 弱点/じゃくてん:약점 || 弱/じゃく:약함, 약 || 貧弱/ひんじゃく:빈약함"
張,review,manual_review_required,,"[""펴다"",""치다""]","[""counter for bows & stringed instruments"",""stretch"",""spread"",""put up (tent)""]","[""チョウ""]","[""は.る"",""-は.り"",""-ば.り""]",弓,활 궁,57,11,auto,13,"頑張る/がんばる:열심히 하다, 노력하다 || 主張/しゅちょう:주장 || 欲張り/よくばり:욕심쟁이, 탐욕스러움 || 緊張/きんちょう:긴장 || 拡張/かくちょう:확장, 연장 || 出張/しゅっちょう:출장 || 張り切る/はりきる:기운이넘치다,팽팽하다 || 威張る/いばる:뽐내다,으스대다"
強,review,manual_review_required,,"[""강하다"",""세다""]","[""strong""]","[""キョウ"",""ゴウ""]","[""つよ.い"",""つよ.まる"",""つよ.める"",""し.いる"",""こわ.い""]",弓,활 궁,57,11,auto,24,"強い/つよい:강하다, 세다 || 勉強/べんきょう:공부 || 強化/きょうか:강화 || 強調/きょうちょう:강조 || 強める/つよめる:강하게 하다;세게 하다 || 強まる/つよまる:강해지다;세지다 || 我慢強い/がまんづよい:참을성이 많다 || 強力/きょうりょく:강력한, 강한"
弾,review,manual_review_required,,"[""총알"",""탄환""]","[""bullet"",""twang"",""flip"",""snap""]","[""ダン"",""タン""]","[""ひ.く"",""-ひ.き"",""はず.む"",""たま"",""はじ.く"",""はじ.ける"",""ただ.す"",""はじ.きゆみ""]",弓,활 궁,57,12,auto,5,"弾む/はずむ:튀다,들뜨다 || 弾/たま:총알, 탄환 || 爆弾/ばくだん:폭탄 || 弾く/はじく:튀기다,튕겨내다 || 弾力/だんりょく:탄력"
当,review,manual_review_required,,"[""기대"",""목표"",""의지할 곳""]","[""hit"",""right"",""appropriate"",""himself""]","[""トウ""]","[""あ.たる"",""あ.たり"",""あ.てる"",""あ.て"",""まさ.に"",""まさ.にべし""]",彐,터진가로 왈,58,6,auto,30,"お弁当/おべんとう:도시락 || 担当/たんとう:담당 || 当然/とうぜん:당연히 || 相当/そうとう:상당히 || 当たり前/あたりまえ:당연함 || 適当/てきとう:적당함 || 弁当/べんとう:도시락 || 日当たり/ひあたり:햇볕이 잘 듦, 양지"
彙,review,manual_review_required,,"[""같은 종류"",""모으다""]","[""same kind"",""collect"",""classify"",""category"",""hedgehog""]","[""イ""]","[""はりねずみ""]",彐,터진가로 왈,58,13,auto,1,語彙/ごい:어휘
形,review,manual_review_required,,"[""형태"",""모양""]","[""shape"",""form"",""style""]","[""ケイ"",""ギョウ""]","[""かた"",""-がた"",""かたち"",""なり""]",彡,터럭 삼,59,7,auto,12,"形/かたち:형태,모양 || 人形/にんぎょう:인형 || 形式/けいしき:형식 || 図形/ずけい:도형 || 正方形/せいほうけい:정사각형 || 長方形/ちょうほうけい:직사각형 || 形容詞/けいようし:형용사 || 形容動詞/けいようどうし:형용동사"
彩,review,manual_review_required,,"[""색채"",""채색""]","[""coloring"",""paint"",""makeup""]","[""サイ""]","[""いろど.る""]",彡,터럭 삼,59,11,auto,1,色彩/しきさい:색채
彫,review,manual_review_required,,"[""새기다"",""조각하다""]","[""carve"",""engrave"",""chisel""]","[""チョウ""]","[""ほ.る"",""-ぼ.り""]",彡,터럭 삼,59,11,auto,2,"彫刻/ちょうこく:조각 || 彫る/ほる:새기다, 조각하다"
影,review,manual_review_required,,"[""그림자"",""비친 형상""]","[""shadow"",""silhouette"",""phantom""]","[""エイ""]","[""かげ""]",彡,터럭 삼,59,15,auto,3,"影響/えいきょう:영향 || 撮影/さつえい:촬영 || 影/かげ:그림자, 비친 형상"
役,review,manual_review_required,,"[""역할"",""배역""]","[""duty"",""war"",""campaign"",""drafted labor"",""office"",""service"",""role""]","[""ヤク"",""エキ""]",[],彳,두인변 척,60,7,auto,11,"役立つ/やくだつ:쓸모가 있다;도움이 되다, →やくだてる || 役/やく:역할, 배역 || 役割/やくわり:역할, 임무 || 主役/しゅやく:주역, 주연 || 役者/やくしゃ:배우 || 役目/やくめ:역할, 임무 || 役所/やくしょ:관공서, 공공기관 || 役人/やくにん:공무원, 관리"
彼,review,manual_review_required,,"[""그"",""남자친구""]","[""he"",""that"",""the""]","[""ヒ""]","[""かれ"",""かの"",""か.の""]",彳,두인변 척,60,8,auto,3,"彼/かれ:그, 남자친구 || 彼女/かのじょ:여자친구, 그녀 || 彼ら/かれら:그들(보통 남성)"
往,review,manual_review_required,,"[""가다"",""지난날""]","[""journey"",""travel"",""chase away"",""let go"",""going"",""before"",""formerly""]","[""オウ""]","[""い.く"",""いにしえ"",""さき.に"",""ゆ.く""]",彳,두인변 척,60,8,auto,2,往復/おうふく:왕복 || 往診/おうしん:왕진
征,review,manual_review_required,,"[""정복하다""]","[""subjugate"",""attack the rebellious"",""collect taxes""]","[""セイ""]",[],彳,두인변 척,60,8,auto,1,征服/せいふく:정복
径,review,manual_review_required,,"[""지름"",""길""]","[""diameter"",""path"",""method""]","[""ケイ""]","[""みち"",""こみち"",""さしわたし"",""ただちに""]",彳,두인변 척,60,8,auto,2,"直径/ちょっけい:지름, 직경 || 半径/はんけい:반지름, 반경"
待,review,manual_review_required,,"[""기다리다""]","[""wait"",""depend on""]","[""タイ""]","[""ま.つ"",""-ま.ち""]",彳,두인변 척,60,9,auto,11,"待つ/まつ:기다리다 || 招待/しょうたい:초대 || お待たせしました/おまたせしました:기다리게 해서 미안합니다 || 期待/きたい:기대 || 待ち合わせ/まちあわせ:(약속하여) 만남 || 招待する/しょうたいする:초대하다 || 待合室/まちあいしつ:기다리다 방 || 待ち合わせる/まちあわせる:(장소,시간을정하고)만나기로하다"
律,review,manual_review_required,,"[""법률"",""리듬""]","[""rhythm"",""law"",""regulation"",""gauge"",""control""]","[""リツ"",""リチ"",""レツ""]",[],彳,두인변 척,60,9,auto,3,"法律/ほうりつ:법률 || 規律/きりつ:규율, 질서 || 一律/いちりつ:일률적임"
後,review,manual_review_required,,"[""뒤"",""나중""]","[""behind"",""back"",""later""]","[""ゴ"",""コウ""]","[""のち"",""うし.ろ"",""うしろ"",""あと"",""おく.れる""]",彳,두인변 척,60,9,auto,24,"後/あと:뒤, 나중 || 後ろ/うしろ:뒤 || 午後/ごご:오후 || 明後日/あさって:모레 || 最後/さいご:마지막, 최후 || 今後/こんご:앞으로, 이후 || 後半/こうはん:후반 || 直後/ちょくご:직후"
徐,review,manual_review_required,,"[""서서히""]","[""gradually"",""slowly"",""deliberately"",""gently""]","[""ジョ""]","[""おもむ.ろに""]",彳,두인변 척,60,10,auto,1,徐々/じょじょ:서서히
徒,review,manual_review_required,,"[""무리"",""헛됨"",""도보""]","[""on foot"",""junior"",""emptiness"",""vanity"",""futility"",""uselessness"",""ephemeral thing"",""gang"",""set"",""party"",""people""]","[""ト""]","[""いたずら"",""あだ""]",彳,두인변 척,60,10,auto,1,徒歩/とほ:도보
従,review,manual_review_required,,"[""따르다""]","[""accompany"",""obey"",""submit to"",""comply"",""follow"",""secondary"",""incidental"",""subordinate""]","[""ジュウ"",""ショウ"",""ジュ""]","[""したが.う"",""したが.える"",""より""]",彳,두인변 척,60,10,auto,6,"従う/したがう:따르다 || 従兄弟/いとこ:사촌;종형제, 어딘지 닮은 데가 있는 것 || 従来/じゅうらい:종래,기존 || 従業員/じゅうぎょういん:종업원 || 従事/じゅうじ:종사하다 || 従属/じゅうぞく:종속"
得,review,manual_review_required,,"[""얻다"",""획득하다""]","[""gain"",""get"",""find"",""earn"",""acquire"",""can"",""may"",""able to"",""profit"",""advantage"",""benefit""]","[""トク""]","[""え.る"",""う.る""]",彳,두인변 척,60,11,auto,14,"得る/える:얻다, 획득하다 || 得意/とくい:잘함, 자신 있음 || やむを得ない/やむをえない:어쩔 수 없다, 불가피하다 || 得る/うる:얻다, 되다, 이익, 이기다 || 納得/なっとく:납득 || 納得する/なっとくする:납득하다 || 説得/せっとく:설득 || 損得/そんとく:손익, 이해득실"
御,review,manual_review_required,,"[""존경"",""다스리다""]","[""honorable"",""manipulate"",""govern""]","[""ギョ"",""ゴ""]","[""おん-"",""お-"",""み-""]",彳,두인변 척,60,12,auto,4,"御飯/ごはん:밥, 식사 || 御免/ごめん:미안함; 사양 || 御中/おんちゅう:귀중 || 御無沙汰/ごぶさた:오래 연락하지 않음, 소식이 뜸함"
復,review,manual_review_required,,"[""돌아가다"",""회복""]","[""restore"",""return to"",""revert"",""resume""]","[""フク""]","[""また""]",彳,두인변 척,60,12,auto,7,"復習/ふくしゅう:복습 || 往復/おうふく:왕복 || 回復/かいふく:회복, 복구 || 復活/ふっかつ:부활 || 復興/ふっこう:부흥 || 修復/しゅうふく:수복,복원 || 復旧/ふっきゅう:복구"
循,review,manual_review_required,,"[""따르다"",""순환""]","[""sequential"",""follow""]","[""ジュン""]",[],彳,두인변 척,60,12,auto,1,循環/じゅんかん:순환
微,review,manual_review_required,,"[""희미함"",""어렴풋함""]","[""delicate"",""minuteness"",""insignificance""]","[""ビ""]","[""かす.か""]",彳,두인변 척,60,13,auto,5,"微笑む/ほほえむ:미소 짓다 || 顕微鏡/けんびきょう:현미경 || 微笑ましい/ほほえましい:흐뭇하다 || 微量/びりょう:미량 || 微塵/みじん:티끌, 미세한 조각"
徴,review,manual_review_required,,"[""징조"",""거두다""]","[""indications"",""sign"",""omen"",""symptom"",""collect"",""seek"",""refer to"",""question""]","[""チョウ"",""チ""]","[""しるし""]",彳,두인변 척,60,14,auto,3,"特徴/とくちょう:특징, 특색 || 象徴/しょうちょう:상징 || 徴収/ちょうしゅう:징수"
徹,review,manual_review_required,,"[""철저히 하다"",""일관하다""]","[""penetrate"",""clear"",""pierce"",""strike home"",""sit up (all night)""]","[""テツ""]",[],彳,두인변 척,60,15,auto,2,徹底/てってい:철저 || 徹底する/てっていする:철저하다
心,review,manual_review_required,,"[""마음"",""정신""]","[""heart"",""mind"",""spirit"",""heart radical (no. 61)""]","[""シン""]","[""こころ"",""-ごころ""]",心,마음 심,61,4,auto,37,"心/こころ:마음, 정신 || 安心/あんしん:안심 || 中心/ちゅうしん:중심 || 心理/しんり:심리 || 関心/かんしん:관심 || 初心者/しょしんしゃ:초심자, 초보자 || 熱心/ねっしん:열심임 || 感心/かんしん:감탄, 감복"
必,review,manual_review_required,,"[""반드시""]","[""invariably"",""certain"",""inevitable""]","[""ヒツ""]","[""かなら.ず""]",心,마음 심,61,5,auto,5,必要/ひつよう:필요한 || 必ず/かならず:반드시 || 必ずしも/かならずしも:반드시~인것은아니다 || 必死/ひっし:필사적 || 必需品/ひつじゅひん:필수품
忍,review,manual_review_required,,"[""숨다"",""견디다""]","[""endure"",""bear"",""put up with"",""conceal"",""secrete"",""spy"",""sneak""]","[""ニン""]","[""しの.ぶ"",""しの.ばせる""]",心,마음 심,61,7,auto,2,"忍耐/にんたい:인내 || 忍ぶ/しのぶ:숨다,견디다"
志,review,manual_review_required,,"[""뜻"",""의지""]","[""intention"",""plan"",""resolve"",""aspire"",""motive"",""hopes"",""shilling""]","[""シ""]","[""シリング"",""こころざ.す"",""こころざし""]",心,마음 심,61,7,auto,5,"意志/いし:의지 || 志/こころざし:뜻, 의지 || 志向/しこう:의도, 목표 || 志望/しぼう:지망 || 志す/こころざす:뜻을 두다, 지망하다"
忘,review,manual_review_required,,"[""잊다"",""잊어버리다""]","[""forget""]","[""ボウ""]","[""わす.れる""]",心,마음 심,61,7,auto,5,"忘れる/わすれる:잊다, 잊어버리다 || 忘れ物/わすれもの:잊은 물건, 분실물 || 忘年会/ぼうねんかい:망년회;송년회 || 物忘れ/ものわすれ:사물을 잊음;건망;실념 || 度忘れ/どわすれ:깜빡 잊음"
忙,review,manual_review_required,,"[""바쁘다""]","[""busy"",""occupied"",""restless""]","[""ボウ"",""モウ""]","[""いそが.しい"",""せわ.しい"",""おそ.れる"",""うれえるさま""]",心,마음 심,61,6,auto,2,忙しい/いそがしい:바쁘다 || 多忙/たぼう:바쁜
応,review,manual_review_required,,"[""응하다"",""대응하다""]","[""apply"",""answer"",""yes"",""OK"",""reply"",""accept""]","[""オウ"",""ヨウ"",""-ノウ""]","[""あた.る"",""まさに"",""こた.える""]",心,마음 심,61,7,auto,15,"応募/おうぼ:응모 || 反応/はんのう:반응 || 応援/おうえん:응원 || 一応/いちおう:일단 || 応用/おうよう:응용 || 適応する/てきおうする:적응하다 || 応じる/おうじる:응하다, 대응하다 || 応対/おうたい:응대, 접대"
忠,review,manual_review_required,,"[""충성""]","[""loyalty"",""fidelity"",""faithfulness""]","[""チュウ""]",[],心,마음 심,61,8,auto,2,忠実/ちゅうじつ:충실한 || 忠告/ちゅうこく:충고
快,review,manual_review_required,,"[""기분좋다""]","[""cheerful"",""pleasant"",""agreeable"",""comfortable""]","[""カイ""]","[""こころよ.い""]",心,마음 심,61,7,auto,8,"快適/かいてき:쾌적함, 편안함 || 愉快/ゆかい:유쾌함, 즐거움 || 快晴/かいせい:쾌청 || 豪快/ごうかい:호쾌한 || 快挙/かいきょ:쾌거 || 軽快/けいかい:경쾌함 || 全快/ぜんかい:완쾌 || 快い/こころよい:기분좋다"
念,review,manual_review_required,,"[""생각"",""마음"",""주의""]","[""wish"",""sense"",""idea"",""thought"",""feeling"",""desire"",""attention""]","[""ネン""]",[],心,마음 심,61,8,auto,12,"残念/ざんねん:유감스러움, 섭섭함 || 記念/きねん:기념 || 観念/かんねん:관념, 개념 || 概念/がいねん:개념 || 念/ねん:생각, 마음; 주의 || 断念/だんねん:단념 || 専念/せんねん:전념 || 念願/ねんがん:염원"
